id,jname,rname,ename,first,affiliation,occupation,origin,epithet,status,age,birth,height,blood type,bounty,jva,Odex eva,4kids eva,Funi eva,liveaction,residence,alias,age2,dfname,dfename,dfmeaning,dftype,birthname,dfname2,dfename2,dfmeaning2,dftype2,size,weight,doriki,cp9key,zombie number,gladiator number
Terracotta,['テラコッタ'],['Terakotta'],['Terracotta'],"['Chapter 213', 'Episode 128']",['Arabasta Kingdom'],"['Royal Head Chef', 'Royal Seamstress']",,,['Alive'],,['September 25th'],,,,['Keiichi Sonobe'],,['David Wills'],['Antimere Robinson'],,,,,,,,,,,,,,,,,,,
Ho,['ホウ'],['Hō'],"['Hou (Viz)', 'Ooh (WT100)']","['Chapter 213', 'Episode 128']",['Nefertari Family'],['Doctor'],,['Dr. Ho'],['Alive'],,,,,,['Shūichi Ikeda'],,,['Bill Flynn'],,,,,,,,,,,,,,,,,,,
Shine,['シャイン'],['Shain'],['Shine'],"['Chapter 214', 'Episode 128']",['Marines'],['Chief Petty Officer'],,,['Alive'],,,,,,['Hirofumi Tanaka'],,,['Bob Carter'],,,,,,,,,,,,,,,,,,,
Headband_Catfish_Village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nefertari_Titi,['ネフェルタリ・ティティ'],['Neferutari Titi'],['Nefeltari Titi'],"['Chapter 215', 'Episode 129']",['Arabasta Kingdom'],['Queen'],,,['Deceased'],,,,,,['N/A'],,,,,,,,,,,,,,,,,,,,,,
Maidy,['メイディ'],['Meidi'],['Maidy'],"['Chapter 215', 'Episode 129']",['Nefertari Family'],"[""Lady's maid""]",,,['Alive'],,,,,,"['Masumi Kageyama (Episode 129)', 'Ai Kawashima (Movie 8)']",,,,,"['Alubarna, Arabasta']",,,,,,,,,,,,,,,,,
Makko,['マッコー'],['Makkō'],['Makko'],['Chapter 216'],"['Marines', 'Black Cage Corps']",['Marine Ensign'],,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potsun,['ポツーン'],['Potsūn'],['Potsun'],"['Chapter 217', 'Episode 130']",,['Doctor'],,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masira,['マシラ'],['Mashira'],['Masira'],"['Chapter 219', 'Episode 144']",['Saruyama Alliance (Masira Pirates)'],"['Pirate', 'Captain']",['North Blue'],"['""Salvage King"" Masira']",['Alive'],"['23 (debut)', '25 (after timeskip)']",['March 4th'],"['345 cm (11\'4"")']",['F'],['23000000'],['Aruno Tahara'],,,['Jeremy Inman'],,['Jaya'],,,,,,,,,,,,,,,,,
Roshio,['ロシオ'],['Roshio'],['Roshio'],"['Chapter 222', 'Episode 146']",['Roshio Pirates'],"['Pirate', 'Captain']",,"['""Executioner"" Roshio']",['Deceased'],,['June 15th'],,,['42000000'],['Eiji Takemoto'],,,['Patrick Seitz'],,,,,,,,,,,,,,,,,,,
Bellamy,['ベラミー'],['Beramī'],['Bellamy'],"['Chapter 222', 'Episode 146']","['Donquixote Pirates (former)', 'Bellamy Pirates (former)']","['Dyer', 'Pirate Captain (former)']",,"['""Bellamy the Hyena""', '""Deadly Bullet of Dressrosa""', '""The Big-Time Rookie""']",['Alive'],"['25 (debut)', '27 (after timeskip)']",['August 7th'],"['240 cm (7\'10"")']",['F'],"['195000000', '55000000']",['Wataru Takagi'],,['Andrew Rannells'],['Justin Cook'],,"['Dressrosa (former)', 'Notice (former)']",,,['Bane Bane no Mi'],"['Boing-Boing Fruit (VIZ)', 'Spring-Spring Fruit (Funimation)']",['Spring'],['Paramecia'],,,,,,,,,,,
Sarquiss,['サーキース'],['Sākīsu'],['Sarquiss'],"['Chapter 222', 'Episode 146']",['Bellamy Pirates'],['First Mate (former)'],['North Blue'],"['""Big Knife Sarquiss""']",['Unknown'],"['25 (debut)', '27 (after timeskip)']",['July 12th'],"['228 cm (7\'6"")']",['F'],['38000000'],['Yuji Ueda'],,,['Duncan Brannan'],,,,,,,,,,,,,,,,,,,
Lily,['リリー'],['Rirī'],['Lily'],"['Chapter 223', 'Episode 146']",['Bellamy Pirates'],,,,['Unknown'],,,,,,['Yuko Sumitomo'],,,['Trina Nishimura'],,,,,,,,,,,,,,,,,,,
Ross,['ロス'],['Rosu'],['Ross'],"['Chapter 223', 'Episode 146']",['Bellamy Pirates'],"['Combatant', 'Swordsman']",,,['Unknown'],,,,,,['Osamu Ryūtani'],,,"['Scott Cantrell', 'Tyson Rinehart (Episode 207+)']",,,,,,,,,,,,,,,,,,,
Eddy,['エディ'],['Edi'],['Eddy'],"['Chapter 223', 'Episode 146']",['Bellamy Pirates'],['Navigator'],,,['Unknown'],,,,,,['Hiroshi Kamiya'],,,"['Andy Baldwin (Episode 149 - Episode 150),', 'Zach Bolton (Episode 207)']",,,,,,,,,,,,,,,,,,,
Hewitt,['ヒューイット'],['Hyūitto'],['Hewitt'],"['Chapter 223', 'Episode 146']",['Bellamy Pirates'],['Chef'],,,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rivers,['リヴァーズ'],['Rivāzu'],['Rivers'],"['Chapter 223', 'Episode 146']",['Bellamy Pirates'],['Sniper'],,,['Unknown'],,,,,,['Masaya Takatsuka'],,,['Patrick Seitz'],,,,,,,,,,,,,,,,,,,
Mani,['マニ'],['Mani'],['Mani'],"['Chapter 223', 'Episode 146']",['Bellamy Pirates'],['Combatant'],,,['Unknown'],,,,,,,,,['Brigette Goudeau'],,,,,,,,,,,,,,,,,,,
Muret,['ミュレ'],['Myure'],['Mjure'],"['Chapter 223', 'Episode 146']",['Bellamy Pirates (former)'],['Doctor'],,,['Unknown'],,,,,,['Yuka Shioyama'],,,['Colleen Clinkenbeard'],,,,,,,,,,,,,,,,,,,
Terry,['テリー'],['Terī'],['Terry'],"['Chapter 223', 'Episode 146']",,['Bartender'],,,['Alive'],,,,,,['N/A'],,,['Mark Stoddard'],,['Mock Town'],,,,,,,,,,,,,,,,,
Spector,['スペクトル'],['Supekutoru'],['Spector'],"['Chapter 223', 'Episode 146']",,['Hotel owner'],,,['Alive'],,,,,,['Unknown'],,,['George Manley'],,['Mock Town'],,,,,,,,,,,,,,,,,
Stronger,['ストロンガー'],['Sutorongā'],"['Stronger (Funimation, VIZ)', 'Strongheart (Formerly VIZ)']","['Chapter 223', 'Episode 146']",['Blackbeard Pirates'],"[""Doc Q's horse"", 'Pet']",,,['Alive'],,['April 16th'],,,,,,,,,,,,"['Uma Uma no Mi, Model: Pegasus']","['Horse-Horse Fruit, Pegasus Model']",['Horse'],['Mythical Zoan'],,,,,,,,,,,
Okome,['オコメ'],['Okome'],['Ryce'],"['Chapter 224', 'Episode 146']",['Hokahoka Pirates'],"['Pirate', 'First Mate']",,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shoujou,['ショウジョウ'],['Shōjō'],"['Shojoe (4Kids)', 'Shoujou (Viz)', 'Shojo (Funimation)']","['Chapter 226', 'Episode 147']",['Saruyama Alliance (Shoujou Pirates)'],"['Pirate', 'Captain']",['South Blue'],"['""Sonar King"" Shoujou']",['Alive'],"['25 (debut)', '27 (after timeskip)']",['May 8th'],"['351 cm (11\'6"")']",['X'],['36000000'],['Isamu Tanonaka'],,,['Jonathan C. Osborne'],,['Jaya'],,,,,,,,,,,,,,,,,
Mont_Blanc_Cricket,['モンブラン・クリケット'],['Monburan Kuriketto'],"['Mont Blanc Cricket (Viz),', 'Montblanc Cricket (Uncut Funimation),', 'Monbran Cricket (Edited Funimation),', 'Mombran Cricket (4Kids)']","['Chapter 227', 'Episode 148']","['Saruyama Alliance', 'His original crew (former)']","['Pirate', 'Captain']",['North Blue'],,['Alive'],"['41 (debut)', '43 (after timeskip)']",['September 11th'],"['242 cm (7\'11"")']",['S'],['25000000'],"['Takashi Taniguchi', 'Naoya Uchida (Episode of Sky Island)']",,,['George Manley'],,['Lvneel (former) Jaya (former)'],,,,,,,,,,,,,,,,,
Mont_Blanc_Noland,['モンブラン・ノーランド'],['Monburan Nōrando'],"['Mont Blanc Noland (Viz)', 'Montblanc Noland (uncut Funimation)', 'Monbran Noland (edited Funimation), Mombran Noland (4kids)']","['Chapter 286', 'Episode 187']",['Lvneel'],"['Explorer', 'Botanist', 'Admiral']",['North Blue'],"['""Liar Noland""']",['Deceased'],,['October 9th'],"['220 cm (7\'2"")']",['S'],,['Hōchū Ōtsuka'],,,['Daniel Penz'],,,,['39'],,,,,,,,,,,,,,,
Jaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant_Mantis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jobo,['ジョボ'],['Jobo'],['Jobo'],"['Chapter 232, Episode 150']",,,,,['Alive'],,,,,,,,,['Bill Jenkins'],,['Mock Town'],,,,,,,,,,,,,,,,,
Donquixote_Doflamingo,['ドンキホーテ・ドフラミンゴ'],['Donkihōte Dofuramingo'],"['Don Quixote Doflamingo (VIZ)', 'Donquixote Doflamingo (Funimation subs)']","['Chapter 233', 'Episode 151']","['Donquixote Pirates', 'Impel Down', 'Underworld', 'World Government (secret)', 'Seven Warlords of the Sea (former)', 'Dressrosa (former)']","['Pirate Captain', 'Prisoner of the Great Prison', 'Underworld Broker', 'King of Dressrosa (former)', 'World Noble (former)']",['Red Line (Mary Geoise)'],"['""Heavenly Yaksha""']",['Alive'],"['39 (debut)', '41 (after timeskip)']",['October 23rd'],"[""305 cm (10') (debut, after timeskip)""]",['X'],['340000000'],"['Hideyuki Tanaka', 'Tomoe Hanba (young)']",,,"['Robert McCollum', 'Brittney Karbowski (young)']",,"['Mary Geoise (former)', 'Spider Miles (former)', 'Dressrosa (former)']","['""Joker""']",,['Ito Ito no Mi'],['String-String Fruit'],"['String', 'Thread']",['Paramecia'],,,,,,,,,,,
Bartholomew_Kuma,['バーソロミュー・くま'],['Bāsoromyū Kuma'],['Bartholomew Kuma'],"['Chapter 233', 'Episode 151']","['Revolutionary Army', 'Freedom Fighters (former)Seven Warlords of the Sea (former)', 'Sorbet Kingdom (former)']","['Army Commander of the Revolutionary Army', 'Slave (former)', 'Warlord of the Sea (former)', 'King of Sorbet Kingdom (former)', 'Pastor (former)']",['South Blue (Sorbet Kingdom)'],"['""Tyrant""']",['Alive'],"['45 (debut)', '47 (after timeskip)']",['February 9th'],"['689 cm (22\'7"") (debut, after timeskip)']",['X'],['At least 296000000'],['Hideyuki Hori'],,,['Joel McDonald'],,"['Sorbet Kingdom (former)', 'Baltigo (former)']",['PX-0'],,['Nikyu Nikyu no Mi'],['Paw-Paw Fruit'],['Paw'],['Paramecia'],,,,,,,,,,,
Master,['親方'],['Oyakata'],['N/A'],"['Chapter 233', 'Episode 145']",,['Digger'],,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaygarcia_Saturn,['ジェイガルシア・サターン聖'],['Jeigarushia Satān Sei'],['St. Jaygarcia Saturn'],"['Chapter 233', 'Episode 151']","['Five Elders', 'World Nobles']","['Co-Head of the World Government (Public)', 'Warrior God of Science and Defense (科学防衛武神, Kagaku Bōei Bushin?, VIZ: ""Godhead of Science & Defense"")']",,,['Alive'],,,,,,['Keiichi Noda'],,,"['Jerry Russell', 'J.B. Edwards (Episode 511+)']",,['Mary Geoise'],,,,,,,,,,,,,,,,,
Marcus_Mars,['マーカス・マーズ聖'],['Mākasu Māzu Sei'],['St. Marcus Mars'],"['Chapter 233', 'Episode 151']","['Five Elders', 'World Nobles']","['Co-Head of the World Government (Public)', 'Warrior God of Environment (環境武神, Kankyō Bushin?, VIZ: ""Godhead of Environment"")']",,,['Alive'],,,,,,"['Keiichi Sonobe', 'Masato Hirano (Episode 277)']",,,['Randy Pearlman'],,['Mary Geoise'],,,,,,,,,,,,,,,,,
Topman_Warcury,['トップマン・ウォーキュリー聖'],['Toppuman Wōkyurī Sei'],['St. Topman Warcury'],"['Chapter 233', 'Episode 151']","['Five Elders', 'World Nobles']","['Co-Head of the World Government (Public)', 'Warrior God of Justice (法務武神, Hōmu Bushin?, VIZ: ""Godhead of Justice"")']",,,['Alive'],,,,,,['Masato Hirano'],,,['Kurt Kleinmann'],,['Mary Geoise'],,,,,,,,,,,,,,,,,
Ethanbaron_V._Nusjuro,['イーザンバロン・V・ナス寿郎聖'],['Īzanbaron Bui Nasujurō Sei'],['St. Ethanbaron V. Nusjuro'],"['Chapter 233', 'Episode 151']","['Five Elders', 'World Nobles']","['Co-Head of the World Government (Public)', 'Warrior God of Finance (財務武神, Zaimu Bushin?, VIZ: ""Godhead of Finance"")']",,,['Alive'],,,,,,['Kenichi Ogata'],,,"['Kent Williams', 'Doug Jackson']",,['Mary Geoise'],,,,,,,,,,,,,,,,,
Shepherd_Ju_Peter,['シェパード・十・ピーター聖'],['Shepādo Jū Pītā Sei'],['St. Shepherd Ju Peter'],"['Chapter 233', 'Episode 151']","['Five Elders', 'World Nobles']","['Co-Head of the World Government (Public)', 'Warrior God of Agriculture (農務武神, Nōmu Bushin?, VIZ: ""Godhead of Agriculture"")']",,,['Alive'],,,,,,['Yasunori Masutani'],,,['Michael Johnson'],,['Mary Geoise'],,,,,,,,,,,,,,,,,
Marco,['マルコ'],['Maruko'],['Marco'],"['Chapter 234', 'Episode 151']","['Whitebeard Pirates (former)', 'Ninja-Pirate-Mink-Samurai Alliance(disbanded)']","['1st Division Commander (former)', 'Doctor', 'Apprentice (former)']",['Grand Line'],"['""Marco the Phoenix""']",['Alive'],"['43 (debut)', '45 (after timeskip)']",['October 5th'],"['203 cm (6\'8"")']",['X'],['1374000000'],['Masakazu Morita'],,,"['Bill Jenkins (Episode 151)', 'Kyle Phillips (Episode 316+)']",,['Sphinx'],,,"['Tori Tori no Mi, Model: Phoenix']","['Bird-Bird Fruit, Model: Phoenix']","['Bird', 'Phoenix']",['Mythical Zoan'],,,,,,,,,,,
Jozu,['ジョズ'],['Jozu'],['Jozu'],"['Chapter 234', 'Episode 151']",['Whitebeard Pirates'],"['Pirate', '3rd Division Commander']",['West Blue'],"['""Diamond"" Jozu']",['Alive'],"['40 (debut)', '42 (after timeskip)']",['November 11th'],"['503 cm (16\'6"")']",['X'],['Unknown'],['Takashi Nagasako'],,,['Matt Thurston'],,,,,['Kira Kira no Mi'],['Twinkle-Twinkle Fruit'],['Sparkle'],['Paramecia'],,,,,,,,,,,
Tate,['テート'],['Tēto'],['N/A'],"['Chapter 234', 'Episode 151']",['Whitebeard Pirates'],['Nurse'],,,['Alive'],,,,,,['Yuka Shioyama'],,,,,,,,,,,,,,,,,,,,,,
Rockstar,['ロックスター'],['Rokkusutā'],['Rockstar'],"['Chapter 234', 'Episode 151']",['Red Hair Pirates'],['Pirate'],,,['Alive'],,['June 9th'],,,['94000000'],"['Daisuke Gōri (Episode 151)', 'Shirō Saitō']",,,['Andrew Chandler'],,,,,,,,,,,,,,,,,,,
Sengoku,['センゴク'],['Sengoku'],['Sengoku'],"['Chapter 234', 'Episode 151']",['Marines (semi-retired)'],"['Inspector General', 'Fleet Admiral (former)', 'Admiral (former)']",['South Blue'],"['""Sengoku the Buddha""', '""The Resourceful General""']",['Alive'],"['77 (debut)', '79 (after timeskip)']",['May 9th'],"['278 cm (9\'1"")']",['F'],,"['Takkō Ishimori (former)', 'Tōru Ōkawa (Unlimited World Red', '3D2Y', 'Episode 703+)']",,,"['Ed Blaylock (Episode 151-511, Strong World, Film Z, 3D2Y)', 'Philip Weber (One Piece: Stampede,  Episode 703+)']",,,,,"['Hito Hito no Mi, Model: Daibutsu']","['Human-Human Fruit, Model: Buddha']","['Human, Great Buddha']",['Mythical Zoan'],,,,,,,,,,,
Tsuru,['つる'],['Tsuru'],['Tsuru'],"['Chapter 234', 'Episode 151']",['Marines'],['Vice Admiral'],['North Blue'],"['""Great Staff Officer""']",['Alive'],"['74 (debut)', '76 (after timeskip)']",['March 26th'],['204 cm (6’8”)'],['X'],,['Minori Matsushima (Ep. 151-755)'],,,"['Juli Erickson (Ep. 459-3D2Y)', 'Pam Dougherty (Adventure of Nebulandia)', 'Wendy Powell (705+)']",,,,,['Woshu Woshu no Mi'],['Wash-Wash Fruit'],['Wash'],['Paramecia'],,,,,,,,,,,
Mozambia,['モザンビア'],['Mozanbia'],['Mozambia'],"['Chapter 234', 'Episode 151']",['Marines'],['Vice Admiral'],,,['Alive'],,,,,,['Hiroshi Kamiya'],,,['unknown'],,,,,,,,,,,,,,,,,,,
Wyper,['ワイパー'],['Waipā'],"['Wyper (4Kids, Viz, FUNimation)', 'Wyler (4Kids', 'FUNimation edited dub)']","['Chapter 237', 'Episode 153']","['Shandia', ""God's Guards""]","['Shandia Warrior', ""God's Guard""]",['Sky Islands (Skypiea)'],"['""Berserker""']",['Alive'],"['22 (debut)', '24 (after timeskip)']",['August 18th'],"[""183 cm (6'0)""]",['X'],,"['Masaki Aizawa', 'Reiko Kiuchi (young)']",,,"['J. Paul Slavens', 'Leah Clark (young)']",,,,,,,,,,,,,,,,,,,
Gan_Fall,['ガン・フォール'],['Gan Fōru'],"['Ganfor (VIZ', 'Funimation simulcast)', 'Gan Fall (Funimation)', 'Gunfall (4Kids)']","['Chapter 237', 'Episode 153']",['Skypiea'],"['God of Skypiea', 'Mercenary (former)']",['Grand Line (Skypiea)'],"['""Knight of the Sky""']",['Alive'],"['66 (debut)', '68 (after timeskip)']",['December 22nd'],"['180 cm (5\'11"")']",['X'],,"['Jōji Yanami', 'Ennosuke Ichikawa IV (Episode of Sky Island)', 'Masaharu Satō (Episode 967)']",,,['John Swasey'],,,,,,,,,,,,,,,,,,,
Pierre,['ピエール'],['Piēru'],['Pierre'],"['Chapter 237', 'Episode 153']",['Gan Fall'],"[""Gan Fall's pet""]",,,['Alive'],,['October 8th'],,,,['Kazuya Nakai'],,,['Z. Charles Bolton'],,,,,['Uma Uma no Mi'],['Horse-Horse Fruit'],['Horse'],['Zoan'],,,,,,,,,,,
Sky_Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,['アマゾン'],['Amazon'],['Amazon'],"['Chapter 238', 'Episode 153']",['Wagomuland'],"['Gatekeeper of Skypiea (former)', 'Ticket Saleswoman']",['Grand Line (Skypiea)'],,['Alive'],"['77 (debut)', '79 (after timeskip)']",['August 4th'],"['120 cm (3\'11"")']",['X'],,['Keiko Yamamoto'],,,['Juli Erickson'],,['Skypiea'],,,,,,,,,,,,,,,,,
Speedy_Shrimp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conis,['コニス'],['Konisu'],['Conis'],"['Chapter 239', 'Episode 154']",['Pumpkin Cafe'],['Waitress'],['Grand Line (Skypiea)'],,['Alive'],"['19 (debut)', '21 (after timeskip)']",['May 20th'],"['176 cm (5\'9"")']",['F'],,['Rieko Takahashi'],,,"['Laura Bailey', 'Jill Harris (Episode of Skypiea)']",,,,,,,,,,,,,,,,,,,
Pagaya,['パガヤ'],['Pagaya'],['Pagaya'],"['Chapter 239', 'Episode 154']",,['Engineer'],['Grand Line (Skypiea)'],,['Alive'],"['52 (debut)', '54 (after timeskip)']",['August 17th'],"['179 cm (5\'10"")']",['F'],,['Mahito Ōba'],,,['Grant James'],,,,,,,,,,,,,,,,,,,
Su,['スー'],['Sū'],['Su'],"['Chapter 239', 'Episode 154']",['Skypiea'],['Pet'],,,['Alive'],,['September 24th'],,,,['Akemi Okamura'],,,"['Majken Bullard', 'Bryn Apprill (Episode of Skypiea)']",,,,,,,,,,,,,,,,,,,
McKinley,['マッキンリー'],['Makkinrī'],['McKinley'],"['Chapter 241', 'Episode 155']",['White Berets'],['Law enforcement official'],,,['Alive'],,,,,,['Keiichi Sonobe'],,,['Jim Johnson'],,,,,,,,,,,,,,,,,,,
Enel,['エネル'],['Eneru'],"['Eneru', 'Enel (WT100)']","['Chapter 254', 'Episode 167']","[""God's Army (former)"", 'Automata']",['God of Skypiea (former)'],['Sky Islands (Birka)'],"['""God Enel""']",['Alive'],"['37 (debut)', '39 (after timeskip)']",['May 6th'],"['266 cm (8\'9"")']",['S'],,['Toshiyuki Morikawa'],,['Wayne Grayson'],['J. Michael Tatum'],,"['MoonUpper Yard (former)', 'Birka (former)']",,,['Goro Goro no Mi'],['Rumble-Rumble Fruit'],['Sound of Thunder'],['Logia'],,,,,,,,,,,
Ohm,['オーム'],['Ōmu'],['Ohm'],"['Chapter 241', 'Episode 155']","[""God's Army (former)""]",['Priest of Enel (former)'],['Sky Islands (Birka)'],['Skybreeder'],['Unknown'],"['27 (debut)', '29 (after timeskip)']",['March 25th'],"['189 cm (6\'2"")']",['XF'],,['Eiji Takemoto'],,['Scottie Ray'],"['Troy Baker', 'Patrick McAlister (Episode of Skypiea)']",,,,,,,,,,,,,,,,,,,
Shura,['シュラ'],['Shura'],['Shura'],"['Chapter 241', 'Episode 155']","[""God's Army""]",['Priest of Enel'],['Sky Islands (Birka)'],"['""Sky Rider""']",['Unknown'],"['31 (debut)', '33 (after timeskip)']",['September 20th'],"['191 cm (6\'3"")']",['S'],,['Shinichiro Ohta'],,['Dan Green'],['Kent Williams'],,,,,,,,,,,,,,,,,,,
Gedatsu,['ゲダツ'],['Gedatsu'],"['Gedatsu (Viz, Uncut dub)', 'Gedatz (Edited dub)']","['Chapter 241', 'Episode 155']","['Ukkari Hot-Spring Island', ""God's Army (former)""]","['Priest of Enel (former), Head Clerk of Hot Springs Resort']",['Sky Islands (Birka)'],"['Sky Boss', 'Sky Punk']",['Alive'],"['29 (debut)', '31 (after timeskip)']",['August 10th'],"['220 cm (7\'2"")']",['S'],,['Masaya Takatsuka'],,,['Bob Carter'],,"['Ukkari Hot-Spring Island', 'Skypiea (former)', 'Birka (former)']",,,,,,,,,,,,,,,,,
Satori,['サトリ'],['Satori'],['Satori'],"['Chapter 241', 'Episode 155']","[""God's Army""]",['Priest of Enel'],['Sky Islands (Birka)'],"['""Satori of the Forest""']",['Unknown'],"['25 (debut)', '27 (after timeskip)']",['March 10th'],"['179 cm (5\'10"")']",['S'],,['Yasuhiro Takato'],,['David Lapkin'],['Chris Cason'],,,,,,,,,,,,,,,,,,,
Holy,['ホーリー'],['Hōrī'],"['Holly (VIZ)', 'Holy (Funimation)']","['Chapter 241', 'Episode 155']","[""God's Army""]",['Pet'],,,['Alive'],,['November 7th'],,,,['Osamu Ryutani'],,,"['Jason Grundy', 'Ben Bryant (Episode of Skypiea)']",,,,,,,,,,,,,,,,,,,
Fuza,['フザ'],['Fuza'],['Fuza'],"['Chapter 241', 'Episode 155']","[""God's Army""]",['Battle Pet'],,,['Alive'],,['February 3rd'],,,,['Masaya Takatsuka'],,,"['Chris Cason', 'Ricco Fajardo (Episode of Skypiea)']",,,,,,,,,,,,,,,,,,,
Zabo,['ザボー'],['Zabō'],['Zabo'],"['Chapter 241', 'Episode 155']",,,,,['Deceased'],,,,,,['Koji Haramaki'],,,['Kevin M. Connolly'],,,,,,,,,,,,,,,,,,,
Super-Express_Speedy_Shrimp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hakowan,['ハコワン'],['Hakowan'],['Boxer'],"['Chapter 245 (cover)', 'Episode 778']","['Wapol', 'Black Drum Kingdom']",['Pet'],,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky_Lamprey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky_Shark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamakiri,['カマキリ'],['Kamakiri'],['Kamakiri'],"['Chapter 249', 'Episode 163']","['Shandia', ""God's Guards""]","['Shandia Warrior', ""God's Guard""]",['Sky Islands (Skypiea)'],,['Alive'],"['22 (debut)', '24 (after timeskip)']",['July 10th'],"[""214 cm (7')""]",['F'],,['Keisuke'],,,"['Scott Freeman', 'Mary Morgan (young)']",,,,,,,,,,,,,,,,,,,
Braham,['ブラハム'],['Burahamu'],['Braham'],"['Chapter 249', 'Episode 163']","['Shandia', ""God's Guards""]","['Shandia Warrior', ""God's Guard""]",['Sky Islands (Skypiea)'],,['Alive'],"['22 (debut)', '24 (after timeskip)']",['October 10th'],"['179 cm (5\'10"")']",['X'],,['Kenji Nomura'],,,"['Charles Baker,', 'Kate Oxley (young)']",,,,,,,,,,,,,,,,,,,
Genbo,['ゲンボウ'],['Genbō'],['Genbou'],"['Chapter 249', 'Episode 163']","['Shandia', ""God's Guards""]","['Shandia Warrior', ""God's Guard""]",['Sky Islands (Skypiea)'],,['Alive'],"['23 (debut)', '25 (after timeskip)']",['February 9th'],"['193 cm (6\'4"")']",['S'],,['Osamu Ryūtani'],,,"['Bradford Jackson', 'Adrian Cook (child)']",,,,,,,,,,,,,,,,,,,
Raki,['ラキ'],['Raki'],"['Raki (Viz)', 'Laki (FUNimation)']","['Chapter 249', 'Episode 163']","['Shandia', 'Pumpkin Cafe']","['Shandia Warrior', 'Cook']",['Sky Islands (Skypiea)'],,['Alive'],"['20 (debut)', '22 (after timeskip)']",['July 7th'],"['179 cm (5\'10"")']",['S'],,['Michie Tomizawa'],,,['Lydia Mackay'],,,,,,,,,,,,,,,,,,,
Aisa,['アイサ'],['Aisa'],['Aisa'],"['Chapter 249', 'Episode 161']","['Shandia', 'Wagomuland']",,['Sky Islands (Skypiea)'],,['Alive'],"['9 (debut)', '11 (after timeskip)']",['January 3rd'],"['140 cm (4\'7"")']",['F'],,['Masami Suzuki'],,,['Cherami Leigh'],,,,,,,,,,,,,,,,,,,
Skypiea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloud_Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yama,['ヤマ'],['Yama'],['Yama'],"['Chapter 254', 'Episode 167']",['Enel (former)'],['Commander of the Divine Soldiers (former)'],['Sky Islands (Birka)'],,['Unknown'],"['43 (debut)', '45 (after timeskip)']",['October 3rd'],"[""366 cm (12')""]",['F'],,['Hidenari Ugaki'],,,['Andrew Chandler'],,,,,,,,,,,,,,,,,,,
Nola,['ノラ'],['Nora'],['Nola'],"['Chapter 255', 'Episode 168']","['Shandia', 'Wagomuland']",,,"['""Master of the Sky""']",['Alive'],['Over 400'],['March 10th'],,,,['Masaya Takatsuka'],,,"['Kyle Hebert (Episode 168-176)', 'Peter Hawkinson (Episode 177-187)', 'Christopher Bevins (Episode 188+)', 'Jim Foronda (Episode of Sky Island)']",,,,,,,,,,,,,,['Over 200 m long (estimated)'],"['Over 40,000 tons (estimated)']",,,,
Isa,['イーサ'],['Īsa'],['Isa'],"['Chapter 256', 'Episode 168']",['Shandia'],,,,['Alive'],,,,,,['Rena Mizushiro'],,,['Melinda Wood Allen'],,,,,,,,,,,,,,,,,,,
Gode,['ゴーデ'],['Gōde'],['Gode'],"['Chapter 256, Episode 169']","[""God's Army""]",['Clergyman'],,['Sage'],['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kinderella,['キンデレラ'],['Kinderera'],['Kinderella'],"['Chapter 261 (cover)', 'Episode 778']",['Evil Black Drum Kingdom'],"['Miss Universe', 'Queen']",,"['""Miss Universe""']",['Alive'],,['January 20th'],,,,['Yukiyo Fujii'],,,['Rachel Thompson'],,,,,,,,,,,,,,,,,,,
Hotori_and_Kotori,['ホトリとコトリ'],['Hotori to Kotori'],['Hotori and Kotori'],"['Chapter 261', 'Episode 171']","[""God's Army""]",['Lieutenants of the Divine Soldiers'],['Sky Islands (Birka)'],,['Unknown'],"['25 (debut)', '27 (after timeskip)']",['March 10th'],"['179 cm (5\'10"")']",['S'],,['Yasuhiro Takato (both)'],,,['Chris Cason (both)'],,,,,,,,,,,,,,,,,,,
