chapter,character,note
508,Basil_Hawkins,
509,Roronoa_Zoro,
511,Nami,
511,Brook,cover
515,Kalifa,cover
516,Usopp,cover
516,Franky,cover
516,Bacura,
519,Salome,petrified
523,Monkey_D._Garp,cover
524,Donquixote_Doflamingo,
524,Gecko_Moria,
525,Kaku,cover
526,Nami,cover
528,Domino,silhouette
530,Monkey_D._Luffy,cover
537,Sadi,
537,Minozebra,
542,Inazuma,disbanded
543,Stronger,flashback
543,Portgas_D._Ace,flashback
543,Sadi,K.O.
543,Emporio_Ivankov,flashback
544,Laffitte,flashback
544,Monkey_D._Luffy,Cover Story
544,Daz_Bonez,
548,Franky,Cover Page
550,Portgas_D._Ace,flashback
551,McGuy,
551,Heracles,cover
553,Sengoku,
555,Stainless,
555,Bastille,
556,Hangan,
557,Dracule_Mihawk,
557,Crocodile,disbanded
558,Portgas_D._Ace,
562,Speed_Jiru,
565,Monkey_D._Garp,
566,Haruta,
567,Brook,cover
567,Edward_Newgate,
568,Pavlik,
569,Jango,K.O.
570,Epoida,
572,Vista,
575,Andre,
577,Rakuyo,
577,Marshall_D._Teach,
578,Atmos,
579,Bepo,
579,Jean_Bart,
580,Kinoko,K.O.
580,Sakazuki,
580,Strawberry,
580,Boa_Hancock,K.O.
581,Basil_Hawkins,
582,Boa_Hancock,flashback
582,Sakazuki,flashback
583,Absalom,cover
585,Portgas_D._Ace,flashback
587,Curly_Dadan,
588,Brook,flashback
590,Curiel,
590,Dracule_Mihawk,cover
590,Makino,
591,Boa_Sandersonia,
591,Ran,image
593,Hatchan,disbanded
594,Killer,
596,Gorilla,flashback
597,Nami,
597,Sanji,
600,Fake_Robin,flashback
603,Fake_Sogeking,
607,Caribou,in a barrel
609,Tony_Tony_Chopper,cover
609,Brook,cover
611,Daruma,
611,Neptune,cover
612,Roronoa_Zoro,cover
612,Neptune,
612,Shirahoshi,
617,Neptune,
617,Minister_of_the_Left,cover
619,Brook,
621,Minister_of_the_Left,cover
622,Nico_Robin,cover
622,Ryuboshi,
624,Yosaku,cover
625,Jinbe,
629,Usopp,
629,Hody_Jones,flashback
631,Hyouzou,
632,Jinbe,
633,Hoe,
635,Brook,
636,Sanji,
636,Surume,cover
638,Sanji,
639,Jinbe,
640,Ryuboshi,K.O.
642,Hyouzou,
644,Nami,
644,Wadatsumi,flashback
648,Braham,cover
649,Manboshi,
649,Pierre,cover
650,Hyouzou,
654,Nami,
656,Brook,cover
658,Tashigi,
658,Uzu,
659,Monkey_D._Luffy,
661,Roronoa_Zoro,
663,Biyo,
664,Tashigi,
664,Monet,
666,Nico_Robin,
669,Tony_Tony_Chopper,
670,Fen_Bock,
673,Donquixote_Doflamingo,image
677,Nami,
682,Machvise,
683,Nico_Robin,
683,Smoker,cover
685,Nami,cover
685,Monet,
686,Doran,
688,Monkey_D._Luffy,
689,Sanji,image
689,Konbu,flashback
690,Nico_Robin,
691,Fen_Bock,
691,Chappe,
691,Bell-mère,
692,Kin'emon,
693,Shachi,cover
693,Kuzan,cover
695,Brook,
696,Monkey_D._Luffy,
697,Usopp,
697,Smoker,voice
698,Nico_Robin,
702,Wicca,unseen
703,Franky,cover
709,Monkey_D._Luffy,
710,Tony_Tony_Chopper,cover
710,Brook,cover
710,Bellamy,flashback
711,Donquixote_Doflamingo,cover
712,Monkey_D._Luffy,
712,Sanji,
712,Guernika,flashback
712,Joseph,flashback
713,Flapper,
714,Bellamy,
714,Jean_Ango,
716,Gatz,
718,Sanji,
718,Tony_Tony_Chopper,
718,Nico_Robin,
720,Usopp,image
720,Gatz,voice
722,Rampo,
722,Rolling_Logan,
724,Monkey_D._Luffy,
724,Roronoa_Zoro,
724,Tony_Tony_Chopper,
726,Inhel,
727,Gancho,cover
728,Monkey_D._Luffy,
729,Flapper,cover
730,Caribou,"cover, flashback"
730,Rebecca,cover
731,Diamante,flashback
731,Coribou,cover
731,Bian,cover
732,Vergo,image
733,Nico_Robin,cover
733,Trebol,image
734,Flapper,K.O.
735,Wicca,
736,Monkey_D._Luffy,cover
736,Kyros,
737,Bomba,
739,Brook,cover
740,Viola,K.O.
741,Pellini,
742,Machvise,flashback
742,Inhel,
743,Gladius,
743,Bomba,
744,Trafalgar_D._Water_Law,
744,Leo,
745,Donquixote_Doflamingo,
745,Baxcon,
746,Usopp,image
747,Bartolomeo,
747,Boo,Fish-Man
748,Monkey_D._Luffy,
748,Blue_Gilly,
748,Orlumbus,
750,Bastille,
752,Kabu,K.O.
752,Ideo,
754,Roronoa_Zoro,
758,Riku_Doldo_III,
758,Hack,
762,Crocodile,Pictured
766,Trafalgar_D._Water_Law,cover
769,Monkey_D._Luffy,
770,Sai,
771,Pica,cover
774,Riku_Doldo_III,
774,Bomba,
775,Giolla,K.O.
775,Gladius,flashback
776,Inhel,
779,Dracule_Mihawk,flashback
781,Sai,
781,Donquixote_Rosinante,flashback
782,Bobomba,
786,Trafalgar_D._Water_Law,
786,Rolling_Logan,Fish-Man
787,Donquixote_Doflamingo,
787,Chinjao,
787,Orlumbus,Fish-Man
788,Inhel,
788,Gatz,Fish-Man
789,Mansherry,
791,Rebecca,
791,Inhel,
792,Tank_Lepanto,cover
793,Killer,
793,Sakazuki,voice
793,Smoker,Marine Rank
793,Topman_Warcury,
793,Ally,
794,Bellamy,flashback
795,Tony_Tony_Chopper,Hakuba
795,Sai,
795,Heat,
795,Scratchmen_Apoo,flashback
796,Trafalgar_D._Water_Law,
797,Smoker,cover
798,Bomba,
798,Abdullah,
800,Nico_Robin,
800,Franky,
800,Kabu,
800,Kin'emon,
801,Flapper,statue
801,Chao,statue
802,Nami,cover
806,Bepo,flashback
806,Kanjuro,flashback
807,Pekoms,flashback
808,Roronoa_Zoro,
809,Franky,flashback
809,Shishilian,flashback
810,Monkey_D._Luffy,flashback
810,Shachi,flashback
810,Roddy,flashback
811,Roronoa_Zoro,flashback
811,Ginrummy,flashback
814,Tony_Tony_Chopper,
814,Carrot,
816,Paulie,cover
816,Chimney,cover
817,Kouzuki_Momonosuke,
818,Nico_Robin,
819,Kin'emon,
820,Nico_Robin,
821,Blackback,
821,Kouzuki_Momonosuke,
822,Kin'emon,voice
824,Nami,cover
825,Vinsmoke_Yonji,cover
829,Pedro,cover
830,Charlotte_Linlin,K.O.
830,Charlotte_Moscato,K.O.
831,Monkey_D._Luffy,illusion
832,Vinsmoke_Reiju,
835,Brook,cover
840,Vinsmoke_Yonji,flashback
841,Vinsmoke_Sora,flashback
846,Bobbin,
847,Vinsmoke_Ichiji,Zombie
847,Vinsmoke_Niji,Zombie
847,Cotton,cover
848,Usopp,cover
854,Charlotte_Melise,
858,Charlotte_Linlin,flashback
859,Zeus,
859,Capone_Bege,
860,Gotti,cover
860,Vinsmoke_Yonji,
860,Drug_Peclo,
860,Umit,
861,Carmel,photo
862,Gol_D._Roger,cover
863,Tony_Tony_Chopper,volume release cover
864,Farul,cover
864,Charlotte_Laurin,
864,Umit,photo
865,Jinbe,
866,Jarul,
866,Cavendish,"flashback, cover"
869,Stussy,
870,Gotti,cover
870,Capone_Pez,cover
870,Charlotte_Basskarte,
870,Napoleon,
872,Charlotte_Mont-d'Or,
872,Charlotte_Brûlée,
872,Carrot,
873,Charlotte_Linlin,
873,Pedro,
875,Charlotte_Chiffon,cover
875,Charlotte_Perospero,
878,Nami,cover
878,Usopp,cover
879,Monkey_D._Luffy,
879,Sanji,
880,Rabiyan,cover
881,Nami,cover
881,Boo,cover
882,Ideo,cover
883,Ideo,cover
884,Nami,
884,Charlotte_Praline,
885,Charlotte_Daifuku,
891,Vito,
892,Napoleon,cover
892,Carrot,
894,Brook,
897,Brook,cover
897,Charlotte_Panna,flashback
898,Charlotte_Brownie,
898,Charlotte_Myukuru,
899,Nash,cover
900,Charlotte_Linlin,
900,Bariete,cover
901,Charlotte_Daifuku,
901,Capone_Bege,
901,Capone_Pez,
902,Prometheus,flashback
903,Shiryu,silhouette
905,Portgas_D._Ace,flashback
905,Karasu,
906,Tony_Tony_Chopper,flashback
906,Viola,
906,Mororon,
908,Karoo,
908,Rebecca,
908,Donquixote_Mjosgard,
908,Sabo,
912,Nami,cover
912,Komachiyo,
919,Brook,
919,Sarahebi,cover
919,Carrot,
920,Usopp,flashback
920,Giovanni,flashback
921,Tony_Tony_Chopper,flashback
921,Napoleon,cover
923,Speed,
925,King,silhouette
926,Penguin,
929,Kumagoro,
929,Shishilian,
931,Usopp,cover
933,Nami,
933,Brook,
933,Daikoku,
934,Monkey_D._Luffy,flashback
934,Charlotte_Flampe,
934,Kikunojo,
934,Hihimaru,
935,Minatomo,flashback
937,Daifugo,
938,Inuarashi,
938,Kojuro,
939,Kin'emon,image
941,Usopp,cover
941,Inuarashi,
943,Franky,
944,Shinobu,
945,Penguin,
945,Boa_Hancock,cover
945,Fukurokuju,
945,Ashura_Doji,
948,Zangirimaru,
949,Monkey_D._Luffy,cover
951,Franky,flashback
951,King,
952,Gotti,cover
952,Hyougoro,
954,Napoleon,
955,Brook,
956,Jabari,
956,Manboshi,
957,Usopp,cover
957,Napoleon,image
958,Scopper_Gaban,flashback
958,Raizo,
958,Kazekage,
959,Kagero,flashback
959,Tama,flashback
961,Kouzuki_Oden,
963,Zunesha,flashback
963,Jozu,
964,Edward_Newgate,
964,Izou,
964,Mezasuzowan_Pisuo,cover
964,Denjiro,
964,Kanjuro,
965,Edward_Newgate,
965,Sukare_Karehosui,cover
965,Shimotsuki_Yasuie,flashback
966,Silvers_Rayleigh,
967,Charlotte_Linlin,image
967,Crocus,
967,Spencer,Roger Pirates
967,Kanjuro,
967,Nekomamushi,
968,Raizo,
969,Kikunojo,Cont.
971,Shinobu,flashback
973,Kanjuro,
973,Jaki,silhouette
974,Kouzuki_Toki,flashback
974,Denjiro,flashback
976,Tsunagoro,cover
976,Inhel,cover
977,Jinbe,
977,Killer,
977,Queen,silhouette
978,Kin'emon,
978,Denjiro,
979,Usopp,
979,Pound,cover
981,Usopp,cover
981,Kin'emon,
982,Usopp,
984,Hyougoro,
985,Yamato,
987,Roronoa_Zoro,''cover''
988,Ukon,
991,Juki,silhouette
992,Jinbe,cover
993,Tony_Tony_Chopper,
996,Raizo,
996,Komachiyo,
997,Marco,
997,Poker,
998,Nure-Onna,
998,Tristan,cover
999,Nico_Robin,cover
999,Kaidou,flashback
1001,Gol_D._Roger,fantasy
1004,Nami,cover
1004,Poker,
1005,Bepo,
1005,Penguin,
1006,Charlotte_Perospero,cover
1006,Carrot,
1008,Kouzuki_Oden,image
1009,Komachiyo,cover
1012,Bariete,
1014,Monkey_D._Luffy,
1014,Trafalgar_D._Water_Law,
1014,Charlotte_Perospero,flashback
1014,Kin'emon,flashback
1018,Ulti,cover
1018,Gazelleman,
1018,Tama,silhouette
1022,Sasaki,
1023,Hakugan,flashback
1023,Raizo,
1026,Charlotte_Linlin,cover
1028,Jean_Bart,
1028,Yatappe,
1028,Hattori,
1029,Prometheus,cover
1030,Izou,
1030,Queen,
1031,Some,flashback
1031,Sabo,cover
1033,Ipponmatsu,flashback
1034,Sanji,
1038,Yamato,cover
1041,Kaidou,
1041,Eustass_Kid,flashback
1042,Kaidou,cover
1042,Toko,flashback
1044,Nekomamushi,flashback
1045,Franky,cover
1050,Tenguyama_Hitetsu,flashback
1051,Nico_Robin,
1052,Shepherd_Ju_Peter,cover
1053,Babanuki,
1053,Marshall_D._Teach,image
1053,Shishilian,
1054,Nekomamushi,image
1054,Bartholomew_Kuma,flashback
1056,Trafalgar_D._Water_Law,
1056,Caribou,cover
1057,Nami,
1057,Kouzuki_Oden,flashback
1057,Kanjuro,flashback
1058,Roronoa_Zoro,
1058,Sanji,
1059,Roronoa_Zoro,flashback
1059,Bonk_Punch,
1059,Silvers_Rayleigh,
1061,Vinsmoke_Reiju,cover
1062,Monkey_D._Luffy,
1064,Lilith,voice
1065,Zeus,
1065,Shanks,cover
1068,Rob_Lucci,
1068,Bartholomew_Kuma,cover
1075,Sanji,
1076,Sanji,cover
1076,S-Hawk,
1077,Roronoa_Zoro,flashback
1078,Franky,
1079,Heat,
1079,Lucky_Roux,
1081,Hibari,
1082,Tony_Tony_Chopper,cover
1082,Mohji,cover
1083,Pell,flashback
1087,Brannew,
1087,Prince_Grus,
1089,Monkey_D._Luffy,
1089,Nami,image
1092,Usopp,cover
1093,Vegapunk,
1094,Franky,
1095,Buggy,cover
1096,Gloriosa,
1098,Totts,
1099,Bekori,
1099,Jewelry_Bonney,
1100,Edward_Newgate,
1100,Koby,
1102,Nami,
1107,Usopp,
1109,Nico_Robin,
1109,Sabo,
1111,Monkey_D._Luffy,cover
1112,Nico_Robin,
1112,Topman_Warcury,
1113,Nami,
1113,Marcus_Mars,
1114,Brook,
1114,Dorry,
1115,Nami,
1116,Edison,image
1117,Thormann,
1118,Kashii,Pirate
1119,York,broadcast
1121,Nico_Robin,cover
1121,Dracule_Mihawk,
1121,Sakazuki,"flashback, broadcast"
1121,Silvers_Rayleigh,fantasy
1122,Shepherd_Ju_Peter,cover
1123,Tony_Tony_Chopper,flashback
1124,Dorry,
1125,Morley,flashback
1126,Monster,
1128,Nami,cover
1129,Muginn,fantasy
1135,Jinbe,
1135,Holed'em,cover
1135,Colon,
1136,Stansen,cover
1140,Page_One,cover
1140,Manmayer_Gunko,
1142,Wolf,
1146,Nami,
1147,Usopp,
1148,Tony_Tony_Chopper,
1149,Brogy,cover
1149,Ylva,
1150,Ylva,cover
1151,Bjorn,cover
1152,Monkey_D._Luffy,
1154,Buckingham_Stussy,
1156,Scopper_Gaban,Roger Pirates
1156,Usopp,cover
1157,Topman_Warcury,silhouette
1158,Erio,
1158,Yamato,cover
1158,Cho,cover
1159,Napoleon,
1159,Kaidou,
1159,Seagull_Guns_Nozdon,
1160,Donquino,
1160,Jacksonbanner,
1160,Bogard,
1160,Marshall_D._Teach,cover
1161,Shanks,cover
1161,Buggy,doll
1161,Haredas,doll
1161,Yamato,doll
1163,Monkey_D._Luffy,cover
1165,Ganzui,
1165,Kaidou,cover
1167,Charlotte_Linlin,
1167,Jaygarcia_Saturn,
1167,Marcus_Mars,
1167,Boa_Marigold,
1167,Koala,
1172,Jarul,image
1172,Scopper_Gaban,
1172,Ange,
1173,Nico_Robin,
1174,Ragnir,
1174,Colon,
1178,Zeus,
1179,Usopp,K.O.
1179,Ragnir,
1180,Dorry,
13,Monkey_D._Luffy,cover
13,Buggy,
13,Chouchou,flashback
14,Buggy,K.O
20,Monkey_D._Luffy,cover
20,Nami,
23,Kuro,shadowed
24,Kaya,
25,Jango,
31,Kuro,flashback
32,Nami,
38,Usopp,
40,Piiman,
41,Limejuice,cover
44,Monkey_D._Luffy,cover
45,Carne,
47,Sanji,cover
48,Usagihebi,cover
51,Johnny,
54,Carne,
55,Cabaji,cover
63,Carne,cover
66,Mohji,"cover, K.O"
66,Cabaji,"cover, K.O"
72,Genzo,"cover, partly K.O"
82,Roronoa_Zoro,
83,Genzo,
84,Usopp,
86,Roronoa_Zoro,K.O.
91,Nami,
95,Johnny,
96,Dracule_Mihawk,
103,Usopp,flashback
105,Mr._9,
105,Mr._13,
107,Miss_Monday,
109,Nefertari_Vivi,
119,Marianne,
120,Mikita,
121,Marianne,
121,Gem,
124,Mikita,
128,Mr._11,
130,Crocodile,shadowed
131,Nefertari_Vivi,
132,Nami,flashback
133,Nefertari_Vivi,
134,Nefertari_Vivi,cover
136,Chess,cover
137,Wapol,
144,Kureha,cover
144,Nefertari_Vivi,cover
145,Jango,cover
146,Fullbody,cover
151,Hiriluk,flashback
153,Hiriluk,flashback
154,Usopp,cover
154,Sanji,cover
154,Akumai,flashback
155,Igaram,portrait
162,Nefertari_Vivi,
164,Kebi,flashback
173,Sanji,voice only
176,Usopp,Marine Rank
179,Koza,
179,Karoo,cover
188,Hatchan,cover
192,Sanji,cover
192,Nefertari_Cobra,
194,Tony_Tony_Chopper,cover
198,Toto,flashback
201,Tashigi,
202,Usopp,cover
205,Nefertari_Vivi,flashback
208,Karoo,flashback
210,Tony_Tony_Chopper,cover
210,Toto,flashback
218,Tony_Tony_Chopper,cover
220,Pappag,cover
222,Sanji,
222,Roshio,cover
229,Mont_Blanc_Cricket,
230,Masira,
232,Mani,
233,Lily,
233,Marcus_Mars,
234,Donquixote_Doflamingo,
236,Van_Augur,
243,McKinley,
247,Shura,
249,Shura,
250,Monkey_D._Luffy,cover
251,Hakowan,cover
252,Roronoa_Zoro,
252,Sanji,K.O.
253,Tony_Tony_Chopper,
254,Yama,
257,Raki,cover
263,Gan_Fall,
266,Tony_Tony_Chopper,flashback
267,Gan_Fall,
268,Gan_Fall,
269,Holy,K.O.
271,Warashi,
272,Tony_Tony_Chopper,K.O.
273,Nico_Robin,cover
274,Roronoa_Zoro,cover
275,Shandia_Chief,flashback
276,Conis,cover
278,Gan_Fall,K.O.
279,Nami,cover
281,Moda,cover
282,Enel,K.O.
284,Enel,
285,Monkey_D._Luffy,K.O.
286,Portgas_D._Ace,cover
286,Wyper,flashback
289,Coburn,
289,Portgas_D._Ace,cover
292,Honner,
295,Tony_Tony_Chopper,K.O.
295,Portgas_D._Ace,cover
298,Nami,
299,Monkey_D._Luffy,
299,Roronoa_Zoro,
299,Conis,cover
303,Moda,cover; photo
306,Roronoa_Zoro,
306,Nami,
306,Kibagaeru,
307,Sanji,
308,Usopp,
310,Tony_Tony_Chopper,
311,Sanji,
314,Sanji,voice
315,Chuchun,cover
320,Tony_Tony_Chopper,
326,Sanji,
326,Dirt_Boss,cover
330,Footbianco,cover
331,Usopp,image
332,Gedatsu,cover
334,Roronoa_Zoro,cover
335,Peepley_Lulu,
337,Nico_Robin,
337,Goro,cover
339,Kaku,shadowed
339,Karoo,cover
341,Peepley_Lulu,
344,Rob_Lucci,
346,Monkey_D._Luffy,
347,Monkey_D._Luffy,
350,Kalifa,
353,Gol_D._Roger,image
355,Shepherd_Ju_Peter,
357,Jorge,
357,Spandam,
358,Kokoro,flashback
359,Tony_Tony_Chopper,flashback
363,Tony_Tony_Chopper,cover
366,Dago,
368,Tilestone,
369,Sanji,cover
373,Wanze,K.O.
376,Spandam,
377,Roronoa_Zoro,cover
378,Mikita,cover
381,Galdino,cover; photo
383,Roronoa_Zoro,cover
383,Nami,cover
383,Kop,
385,Kumadori,flashback
388,Tamagon,
388,Galdino,cover
389,Jango,cover
389,Franky_Family,cover
390,Rob_Lucci,
390,Tilestone,
391,Sanji,
391,Spandam,
393,Tsumonsieur_Kamaya,cover
395,Shepherd_Ju_Peter,
396,Hack,
398,Tony_Tony_Chopper,flashback
398,Spandam,
398,Franky_Family,cover & flashback
399,Nico_Robin,
399,Tamagon,cover
400,Hattori,
402,Monkey_D._Luffy,
403,Kumadori,cover
405,Monkey_D._Luffy,cover
407,Fukurou,K.O.
409,Roronoa_Zoro,
413,Roronoa_Zoro,K.O.
418,Spandam,image
418,Franky_Family,K.O.
418,Kiev,K.O.
427,Gan_Fall,cover
429,Nami,
431,Nico_Robin,
431,Tyrannosaurus,
431,Ipponmatsu,flashback
432,Sanji,image
432,Tashigi,cover
432,Fullbody,cover
432,Chimney,
433,Bogard,
434,Laffitte,cover
435,Franky,
439,Nico_Robin,
439,Gonbe,
439,Igaram,
444,Nico_Robin,
444,Absalom,image
445,Tony_Tony_Chopper,silhouette
446,Hogback,
447,Hildon,cover
449,Usopp,
449,Kumashi,Zombie
454,Usopp,cover
456,Brook,cover
457,Absalom,
459,Brook,flashback
461,Hogback,
462,Brook,cover
471,Lola,K.O
473,Franky,
479,Gecko_Moria,K.O.
481,Hildon,Zombie
491,Pappag,
492,Gyaro,cover
494,Tony_Tony_Chopper,cover
494,Nico_Robin,cover
498,Brook,
500,Killer,
500,Kalifa,cover
501,Franky,
501,Monkey_D._Garp,
502,Jean_Bart,
503,Nami,
505,Roronoa_Zoro,
506,Kaku,cover
507,Pappag,
508,Nico_Robin,
510,Nico_Robin,Cover
513,Sanji,
514,Rob_Lucci,cover
515,Aphelandra,cover
516,Boa_Hancock,
517,Sweet_Pea,cover
519,Rob_Lucci,"cover, silhouette"
521,Ran,
522,Roronoa_Zoro,image
523,Pansy,
524,Monkey_D._Luffy,
524,Smoker,
524,Tashigi,
526,Hannyabal,
528,Hannyabal,silhouette
528,Very_Good,"cover, K.O."
532,Hannyabal,shadowed
532,Bentham,shadowed
533,Minotaurus,K.O.
535,Bentham,
538,Minorhinoceros,"silhouette, flashback"
539,Portgas_D._Ace,Cover Page
539,Buggy,image
540,Brook,
543,Van_Augur,flashback
543,Tibany,Cover Story
551,Koby,
552,Mihar,flashback
552,Barry,flashback
553,Rakuyo,
553,Brook,cover page
554,Tsuru,
557,Smoker,
558,Jinbe,disbanded
559,Perona,cover
563,Marco,
563,Izou,
567,Monkey_D._Garp,
568,Edward_Newgate,
570,McGuy,
570,Decalvan_Brothers,
572,Marco,
572,Blamenco,
575,Catarina_Devon,
576,Fossa,
576,Doma,
576,Avalo_Pizarro,flashback
577,Van_Augur,
578,Julius,
579,Jesus_Burgess,
580,Hongo,
581,Dobby_Ibadonbo,flashback
582,Roronoa_Zoro,
583,Hogback,cover
586,Smoker,cover
586,Hina,cover
586,Outlook_III,
588,Sabo,
588,Monkey_D._Garp,flashback
589,Sadi,''cover''
591,Heracles,cover page
594,Blue_Fan,
595,Bepo,sleeping
595,Marshall_D._Teach,
596,Taroimo,flashback
596,Sancrin,flashback
597,Camie,flashback
599,Turco,flashback
600,Roronoa_Zoro,
603,Monkey_D._Luffy,
605,Coribou,
606,Monkey_D._Luffy,
609,Roronoa_Zoro,cover
612,Octopako,
614,Makino,cover
614,Woop_Slap,cover
615,Zeo,flashback
616,Shirahoshi,K.O.
616,Rika,cover
617,Shirahoshi,
618,Nico_Robin,cover page
619,Nami,
621,Ryuboshi,
621,Manboshi,
621,Piiman,cover
622,Hody_Jones,
625,Shirahoshi,cover
625,Hoe,cover
627,Ryuboshi,flashback
627,Minister_of_the_Right,flashback
628,Camie,
629,Neptune,
633,Daruma,flashback
636,Hoe,cover
639,Hody_Jones,
640,Matsuge,cover
643,Hammond,
643,Octopako,
644,Roronoa_Zoro,
644,Zeo,flashback
647,Pagaya,cover
648,Tony_Tony_Chopper,
648,Megalo,
648,Birdy,
649,Camie,
650,Dosun,
650,Fukaboshi,
651,Bobbin,K.O.
653,Usopp,
655,Sanji,
655,Tashigi,cover
658,Tony_Tony_Chopper,cover
659,Franky,
661,Franky,
661,Uzu,
661,Konbu,
662,Minokoala,cover
666,Caesar_Clown,
668,Monkey_D._Luffy,
669,Sanji,
669,Caesar_Clown,flashback
673,Roronoa_Zoro,
673,Vergo,
674,Doran,
675,Caesar_Clown,
677,Pekoms,cover
678,Caribou,cover
679,Monkey_D._Luffy,
682,Monet,
683,Biyo,
686,Nico_Robin,cover
686,Coribou,cover
689,Monet,flashback
690,Scratchmen_Apoo,
690,Doran,
691,Usopp,
691,Konbu,cover
691,Morgan,
693,Brook,cover
693,Donquixote_Doflamingo,"voice, cover"
693,Jinbe,cover
694,Lao_G,cover
694,Sind,
695,Kuzan,silhouette
698,Tony_Tony_Chopper,
698,Baby_5,
700,Usopp,
700,Diamante,silhouette
700,Eustass_Kid,image
701,Franky,
701,Kin'emon,
704,Jesus_Burgess,cover
705,Kouzuki_Momonosuke,mentioned
706,Suleiman,
706,Abdullah,
707,Sanji,cover
709,Elizabello_II,
711,Nami,image
712,Baburu,cover
714,Coribou,cover
716,Kelly_Funk,image
717,Nico_Robin,cover
722,Brook,
723,Brook,
724,Brook,
724,Kin'emon,cover
725,Giolla,
725,Gatz,
726,Tony_Tony_Chopper,cover
726,Nico_Robin,cover
727,Diamante,"flashback, shadowed"
728,Bomba,
728,Chinjao,cover
729,Tony_Tony_Chopper,
730,Tony_Tony_Chopper,
733,Sugar,image
733,Rebecca,K.O.
735,Sanji,flashback
736,Sabo,
737,Viola,
742,Usopp,K.O.
742,Jesus_Burgess,
743,Franky,
743,Kyros,
743,Leo,
744,Flapper,
745,Franky,cover
745,Koala,Fish-Man
747,Usopp,
747,Franky,
749,Pica,
750,Dellinger,
753,Jinbe,cover
755,Viola,
760,Donquixote_Rosinante,"flashback, silhouette"
760,Donquixote_Homing,"flashback, silhouette"
761,Maynard,
764,Nico_Robin,cover
764,Gladius,
768,Ideo,
769,Sarquiss,flashback
772,Wadatsumi,cover
775,Leo,
775,Kabu,flashback
776,Senor_Pink,flashback
776,Chao,
777,Chinjao,image
777,Issho,
777,Hajrudin,Fish-Man
778,Riku_Doldo_III,
782,Bian,
783,Galdino,flashback
785,Donquixote_Doflamingo,
785,Kyros,
787,Leo,
788,Trafalgar_D._Water_Law,
788,Issho,
788,Bomba,
788,Cotton,
789,Elizabello_II,
790,Riku_Doldo_III,flashback
790,Gatz,Fish-Man
791,Sai,
793,Scratchmen_Apoo,
794,Bartolomeo,flashback
795,Cavendish,Hakuba
797,Tank_Lepanto,
797,Abdullah,cover
801,Trafalgar_D._Water_Law,"flashback, cover"
801,Scratchmen_Apoo,"image, silhouette"
807,Bariete,voice
809,Sheepshead,flashback
810,Tristan,flashback
810,Keith,flashback
811,Roddy,flashback
813,Sanji,
815,Monkey_D._Luffy,flashback
815,Pekoms,
816,Monkey_D._Luffy,
817,Nico_Robin,
817,Giovanni,
818,Nekomamushi,cover
819,Nekomamushi,
820,Wanda,flashback
820,Milky,flashback
821,Franky,
822,Shishilian,
822,Concelot,
822,Wanda,
823,Ramen,
825,Gotti,
826,Pekoms,cover
827,Charlotte_Linlin,
827,Zeus,
828,Nami,silhouette
829,Carrot,cover
834,Tony_Tony_Chopper,copy
841,Kingbaum,cover
842,Patty,flashback
843,Brook,flashback
844,Vinsmoke_Niji,
845,Vinsmoke_Yonji,
847,Charlotte_Myukuru,
847,Tamago,copy
847,Mansherry,cover
848,Charlotte_Galette,
852,Vinsmoke_Ichiji,flashback
854,Brook,
858,Monkey_D._Luffy,cover
858,Streusen,
859,Charlotte_Chiffon,
860,Vinsmoke_Ichiji,
861,Charlotte_Nusstorte,
861,Morgans,photo
862,Charlotte_Dacquoise,
862,Charlotte_Cinnamon,
862,Napoleon,
863,Charlotte_Brûlée,
864,Carmel,photo
865,Charlotte_Linlin,
865,Caesar_Clown,
866,Charlotte_Linlin,
868,Hajrudin,flashback
869,Charlotte_Compo,
869,Vinsmoke_Niji,
870,Charlotte_Chiffon,cover
870,Charlotte_Marnier,
872,Nico_Robin,flashback
872,Vinsmoke_Reiju,
874,Jinbe,
875,Kingbaum,K.O.
876,Tony_Tony_Chopper,
879,Pound,
883,Charlotte_Brûlée,flashback
885,Charlotte_Chiffon,cover
886,Roronoa_Zoro,cover
886,Capone_Bege,
887,Charlotte_Linlin,
892,Charlotte_Mont-d'Or,
893,Daikon,cover
896,Rabiyan,
897,Charlotte_Decuplets,
897,Charlotte_Nougat,
898,Charlotte_Daifuku,
898,Charlotte_Oven,
899,Tony_Tony_Chopper,
899,Aladine,
902,Tony_Tony_Chopper,cover
906,Leo,
906,Neggy,
907,Charlotte_Linlin,
908,Sai,
908,Orlumbus,cover
908,Neptune,
908,Ramen,
908,Ban_Dedessinée,
908,Iwatobi,
913,Monkey_D._Luffy,
913,Tsurujo,
913,Urashima,
914,Kikunojo,flashback
916,Urashima,
919,Raizo,image
922,Kin'emon,Wano
924,Shinobu,silhouette
925,Gecko_Moria,illusion
926,Nami,cover
930,Charlotte_Mont-d'Or,
930,Asashichi,flashback
931,Jigoku_Benten,
932,Daikoku,
932,Kazekage,
933,Kikunojo,
933,Tsurue_Monnosuke,cover
934,Babanuki,
936,Wanze,cover
938,Toko,
943,Roronoa_Zoro,
943,Nekomamushi,flashback
945,Babanuki,
945,Buggy,cover
945,Kazekage,
951,Ikkaku,
951,Queen,
951,Himuro,
951,Inuarashi,cover
954,Chokyumei-no_Chosuke,
955,Kin'emon,
955,Kojuro,
