name,bio
Ibiributsu,Ibiributsu is a Waiter of the Beasts Pirates who serves as a guard in the Prisoner Mine of the Udon region of Wano Country. He is in charge of exchanging meal tickets for kibi dango.
Ibusu,"Ibusu is a supposed pirate captain who affiliates and trades with the Donquixote Pirates. As his ship is later discovered to be a trading vessel for the Doerena Kingdom, it is unknown if he is truly a pirate captain."
Iceburg,"Iceburg is the president of the Galley-La Company and the mayor of Water 7. He was formerly one of Tom's Workers, being one of Tom's two apprentices alongside Franky."
Ida,Ida was a giantess hailing from Samuwanai Island in the South Blue who once worked at a circus in the Bunt Kingdom. She ran a notorious bar alongside Mato in Elbaph.
Ideaman,Ideaman is a member of Krieg Pirates. He is the Staff Officer of Planning.
Ideo,"""Destruction Cannon"" Ideo is an XXX-rank boxer and a member of the Longarm Tribe, as well as the captain of the Ideo Pirates and of the fourth ship of the Straw Hat Grand Fleet. He joined as a gladiator at the Corrida Colosseum to compete for the Mera Mera no Mi, where he met three other gladiators with whom he would form the then-XXX Gym Martial Arts Alliance, as well as Monkey D. Luffy, to whom he eventually pledged his loyalty."
Igaram,Igaram is the captain of the Arabasta royal guard (captain of Arabasta security in the English dub). He aided Nefertari Vivi in infiltrating Baroque Works as a Frontier Agent and took on the codename Mr.
Ikaros Much,"Ikaros Much is a giant squid fish-man and was an officer of the New Fish-Man Pirates before their downfall and disbandment. Due to his actions and role, he is considered to be a major antagonist in the Fish-Man Island Arc."
Ikkaku,Ikkaku is a member of the Heart Pirates.
Inazuma,"Inazuma is a newkama and the deputy commander of the G Army in the Revolutionary Army, serving under Emporio Ivankov as his right hand man/woman."
Inbi,"Inbi is a member of the Numbers in the Beasts Pirates, representing the number ""one""."
Inhel,Inhel is a dwarf from the Tontatta Kingdom who first appeared in the Riku Royal Army Headquarters beneath the Flower Field.
Inoichibannosuke,"Inoichibannosuke is a firefighter who works for the fire department Igumi, which he claims is the best in Wano Country."
Inuarashi,"Duke Inuarashi is a canine mink. He was one of the two rulers of the Mokomo Dukedom, dubbed the "" Ruler of Day "", holding the position from 6:00 AM to 6:00 PM."
Inukai,Inukai is a Wano Country official.
Inuppe,Inuppe was a Wild Zombie on Thriller Bark in the service of Gecko Moria. He was animated with Sanji's shadow and eventually assigned to guard Hogback.
Ipponmatsu,Ipponmatsu is the owner of an arms shop in Loguetown and Ipponume's husband. He was the former owner of both Sandai Kitetsu and Yubashiri.
Ipponume,Ipponume is Ipponmatsu's wife.
Iron Giant,"Emet, also known as the Iron Giant, is a robot created around the time of the Void Century who was a friend of Joy Boy. Since that time it has been mostly de-powered, only reactivating in two known instances."
Isa,Isa is a Shandia woman and Aisa's mother.
Iscat,"Iscat is a giant cat previously locked in the Land of Gods ' diorama, where it ruled Bigstein Castle. It is the Sun God's pet."
Ishigo Shitemanna,Ishigo Shitemanna is an appraiser in Water 7.
Ishilly,Ishilly is a striped beakfish mermaid who lives on Fish-Man Island and was first seen in Mermaid Cove. She is an employee at Mermaid Café.
Island Eater,Island Eater was a giant goldfish that inhabited the sea near Little Garden. He was said to be the main reason ships leaving the island never reached their destination.
Islewan,"Islewan is an infamous New World pirate captain who was once a member of the Whitebeard Pirates, before forming his own crew subordinate to Whitebeard."
Issho,"Issho, better known by his alias Fujitora, is an Admiral in the Marines. Once the captain of a guard force in the former Aoi Kingdom, he was conscripted through a World Military Draft during the two-year timeskip, being appointed to fill one of the Admiral vacancies caused by Kuzan's resignation and Sakazuki's promotion alongside his co-worker Ryokugyu."
Itomimizu,Itomimizu is the former Foxy Pirates ' game official and serves as the announcer and commentator of the Davy Back Fight events. He rides on a very large bird named Chuchun.
Iwatobi,Iwatobi is the king of the Whiteland Kingdom in the North Blue and one of fifty monarchs who took part in the Levely.
Iyan'eno Chinode,"Iyan'eno Chinode is a writer for the fashion column ""Streetcorner Collection"" in the World Economy News Paper."
Izou,"Izou was the former 16th division commander of the Whitebeard Pirates and prior to this, a retainer of the Wano Country daimyo Kouzuki Oden. He was the older brother of fellow retainer Kikunojo."
Jabari,Jabari is a CP6 agent.
Jabra,"Jabra is an agent of CP0. He was previously an agent of CP9, being the third strongest of this agency."
Jack,"Jack the Drought is a giant grouper fish-man, an All-Star of the Beasts Pirates as one of Kaidou's three closest confidants, and captain of the Mammoth, prior to its destruction. He was formerly the ruler of Kuri region in Wano Country."
Jacksonbanner,Jacksonbanner was the musician of the Roger Pirates until the crew's dissolution. His current whereabouts and status are unknown.
Jaguar,Jaguar is a member of the Kid Pirates.
Jaguar D. Saul,"Jaguar D. Saul is a giant and former Vice Admiral who deserted the Marines and happened to wash ashore on Ohara. During the Buster Call that destroyed Ohara 22 years ago, he risked his life to protect a young Nico Robin and ended up frozen by fellow former Vice Admiral Kuzan."
Jaki,"Jaki is a member of the Numbers in the Beasts Pirates, representing the number ""four"". Due to his actions and role, he is a minor antagonist in the Wano Country Arc."
Jalmack,"Saint Jalmack is a World Noble who visited the Goa Kingdom twelve years ago. He acts as a minor antagonist during the Post-War Arc, as he was the one responsible for causing Sabo's long-term amnesia."
Jango,The subject of this article is sometimes called Django. Jango the Turncoat is a hypnotist and Marine lieutenant commander serving under Rear Admiral Hina.
Jarul,"""Mountain Beard"" Jarul is a giant and former co-captain of the Giant Warrior Pirates, alongside Jorul. Along with Jorul, he is known as a hero of the giants, and after Jorul's death, Jarul is currently the oldest giant in the world."
Jaygarcia Saturn,"Saint Jaygarcia Saturn was a World Noble who served as one of the Five Elders publicly heading the World Government. A scientist by trade, he held the title Warrior God of Science and Defense during his tenure."
Jean Ango,"Jean Ango, also known as Jean the Bandit, is a bounty hunter. He joined as a gladiator at the Corrida Colosseum to compete for the Mera Mera no Mi."
Jean Bart,"Jean Bart is a pirate who was originally introduced as Saint Rosward's slave, being part of his Pirate Captain Collection. He currently serves under Trafalgar Law as a member of the Heart Pirates after being freed from the World Noble."
Jean Goen,Jean Goen is a prisoner on Level 1 of Impel Down.
Jean Noueilles,"Jean Noueilles, also known as Captain Porcupinefish, is a porcupinefish fish-man and a member of the now disbanded New Fish-Man Pirates. He was the commander of the Sea Urchin Armor Spine Squad."
Jeep,Jeep is the king of the South Fire Kingdom and one of fifty monarchs who took part in the Levely. He is also the father of Wheel.
Jeet,"Jeet is a criminal and a former bounty hunter who joined as a gladiator at the Corrida Colosseum to compete for the Mera Mera no Mi, along with his partner, Abdullah. He is an ally of Luffy during the Dressrosa Arc."
Jerry,"Jerry is a Cipher Pol agent of CP6. He was found as head of security of the Puffing Tom's seventh passenger car, which Sanji invaded to rescue Nico Robin."
Jesus Burgess,"Jesus Burgess, better known as the ""Champion"", is the helmsman and one of the Ten Titanic Captains of the Blackbeard Pirates, serving as the captain of the first ship of the fleet. Due to his actions and role, he is a minor antagonist in the Jaya Arc, a supporting antagonist in the Impel Down, Marineford, and Dressrosa Arcs, a minor antagonist in the Egghead Arc, and a major antagonist in the Final Saga."
Jewelry Bonney,"Jewelry Bonney, also known as the ""Big Eater"", is a pirate from the South Blue and the captain of the Bonney Pirates. She is one of twelve pirates who are referred to as the "" Worst Generation "" and the only female member of the group."
Jibuemon,"Jibuemon is a former retainer from Kibi serving under the Kouzuki Shogunate. As a hatamoto, he directly served under the former shogun, Kouzuki Sukiyaki."
Jigoku Benten,"Jigoku Benten is a kunoichi and a member of the Beasts Pirates. She previously was a member of the Orochi Oniwabanshu which served the shogun of Wano Country, Kurozumi Orochi."
Jigokukamabuta Megatenpanchiro,"Jigokukamabuta Megatenpanchiro was a retainer of Shimotsuki Family under the Daimyo of Hakumai, Shimotsuki Yasuie."
Jigoro,"Jigoro of the Wind was a master swordsman who was subsequently revived by Gecko Moria as Zombie #850, a General Zombie. He was animated with Zoro's shadow and eventually assigned to guard Hogback."
Jigra,"Jigra was an organ trader and a member of the Underworld who attempted to attack the Big Mom Pirates. In the anime, he is also part of the Organ Dealing Assassination Group."
Jinbe,"""Knight of the Sea"" Jinbe is the helmsman of the Straw Hat Pirates and one of the Senior Officers of the Straw Hat Grand Fleet. He is the tenth member of the crew and the ninth to join, doing so during the Wano Country Arc."
Jiron,Jiron is the deputy commander of the North Army in the Revolutionary Army and the assistant of Karasu.
Jobo,Jobo is a citizen of Mock Town.
Johanna,Johanna is a student at the Walrus School on Elbaph.
John,"Captain John was a famous pirate captain who was once a member of the infamous Rocks Pirates prior to forming his own crew. He was notable for collecting one of the most significant treasures in the world; his fabled treasure cave and the riches within, which are notably long sought after by Buggy."
John Giant,"John Giant is a Vice Admiral in the Marine Headquarters, and the first giant to ever enlist in the Marines."
Johnny,Johnny along with Yosaku are old friends and former bounty hunting partners of Roronoa Zoro. He is an ally of the Straw Hat Pirates during the Baratie Arc and the Arlong Park Arc.
Jorge,Jorge was the head of the Judicial Ship that sailed to Water 7. He was the one who judged Tom for his support of the Pirate King Gol D. Roger.
Jorul,"""Waterfall Beard"" Jorul was a giant and former co- captain of the Giant Warrior Pirates, along with Jarul. He was known as a hero of the giants and one of the world's oldest warriors."
Joseph,"Joseph is a masked agent of CP0 and a Longarm tribesman. Due to his actions and role, he is a supporting antagonist during the Wano Country Arc."
Joshu,Joshu is a cat and Edison's assistant on Egghead.
